Timestamp_24H,System_Millis_ms,GNSS_Valid,Latitude_deg,Longitude_deg,Altitude_m,Satellites_Used,HDOP,Fix_Type,Solar_Voltage_V,Solar_Current_mA,Solar_Power_mW,Battery_Voltage_V,Battery_Current_mA,Battery_Power_mW,Load_Voltage_V,Load_Current_mA,Load_Power_mW,GNSS_Power_Est_mW,System_Efficiency_pct
2025-06-12 22:27:09,1356577,1,30.4753689,-90.6880783,-12.47,25,0.55,3,1.1699,33.52,52.00,4.0328,14.28,57.56,3.3072,24.05,79.50,0.00,152.9
2025-06-12 22:27:10,1357604,0,0,0,0,0,0,0,1.0307,36.08,49.80,4.0338,14.63,58.99,3.3061,24.26,81.85,0.00,164.3
2025-06-12 22:27:12,1358628,0,0,0,0,0,0,0,1.5389,40.38,53.83,4.0330,14.12,42.88,3.3047,25.05,82.76,0.00,153.7
2025-06-12 22:27:13,1359652,0,0,0,0,0,0,0,0.9893,39.85,44.28,4.0342,15.83,63.84,3.3059,25.07,82.86,0.00,187.1
2025-06-12 22:27:14,1360676,0,0,0,0,0,0,0,1.5004,40.23,57.43,4.0340,11.69,47.15,3.3074,23.84,78.83,0.00,137.2
2025-06-12 22:27:15,1361702,1,30.4753927,-90.6888235,-12.33,23,0.54,3,1.3816,36.01,51.79,4.0330,10.88,43.88,3.3037,24.03,79.38,0.00,153.3
2025-06-12 22:27:16,1362780,0,0,0,0,0,0,0,0.9883,40.04,45.65,4.0332,16.78,67.69,3.3061,24.86,82.18,0.00,180.0
2025-06-12 22:27:17,1363804,0,0,0,0,0,0,0,1.2117,46.33,44.56,4.0320,16.26,65.58,3.3064,23.68,78.22,0.00,175.5
2025-06-12 22:27:18,1364828,0,0,0,0,0,0,0,1.4979,45.78,51.27,4.0355,13.96,56.30,3.3051,24.78,81.91,0.00,159.8
2025-06-12 22:27:19,1365852,0,0,0,0,0,0,0,1.2297,46.38,45.01,4.0320,16.84,67.90,3.3047,25.38,83.83,0.00,186.2
2025-06-12 22:27:20,1366879,1,30.4754468,-90.6906913,-12.18,25,0.58,3,1.4777,44.23,48.61,4.0342,16.59,51.88,3.3086,25.94,85.72,2.56,176.3
2025-06-12 22:27:21,1367958,0,0,0,0,0,0,0,1.4934,39.98,57.74,4.0344,10.41,41.99,3.3066,24.90,82.34,0.00,142.6
2025-06-12 22:27:22,1368982,0,0,0,0,0,0,0,1.3650,35.39,55.66,4.0324,10.63,42.91,3.3049,23.82,78.70,0.00,141.4
2025-06-12 22:27:23,1370006,0,0,0,0,0,0,0,0.9635,40.40,48.80,4.0340,14.77,59.57,3.3041,24.80,81.91,0.00,167.9
2025-06-12 22:27:24,1371033,0,0,0,0,0,0,0,1.5104,40.72,58.65,4.0348,10.33,41.66,3.3063,25.13,83.07,0.00,141.6
2025-06-12 22:27:25,1372061,1,30.4755048,-90.6925382,-12.32,24,0.57,3,0.9924,45.98,45.62,4.0342,17.47,70.50,3.3070,25.85,85.48,2.32,187.4
2025-06-12 22:27:26,1373131,0,0,0,0,0,0,0,1.2152,45.11,43.03,4.0328,16.78,67.72,3.3066,26.15,86.46,0.00,200.9
2025-06-12 22:27:27,1374154,0,0,0,0,0,0,0,1.4100,37.26,55.76,4.0365,13.29,53.62,3.3049,24.51,80.99,0.00,145.3
2025-06-12 22:27:28,1375180,0,0,0,0,0,0,0,0.9627,46.04,44.31,4.0344,15.02,67.20,3.3041,25.05,82.76,0.00,186.8
2025-06-12 22:27:29,1376203,0,0,0,0,0,0,0,1.4379,40.06,57.59,4.0348,15.14,45.44,3.3064,24.78,81.85,0.00,142.1
2025-06-12 22:27:30,1377226,1,30.4755549,-90.6943611,-11.95,22,0.56,3,1.4102,45.50,47.52,4.0357,12.98,52.37,3.3066,25.65,84.78,1.62,178.4
2025-06-12 22:27:31,1378407,0,0,0,0,0,0,0,0.9584,45.42,43.52,4.0332,16.57,66.83,3.3066,24.60,81.30,0.00,186.8
2025-06-12 22:27:32,1379430,0,0,0,0,0,0,0,1.1443,35.55,54.35,4.0340,11.90,48.00,3.3064,24.67,81.57,0.00,150.1
2025-06-12 22:27:34,1380461,0,0,0,0,0,0,0,1.4650,37.19,54.47,4.0330,13.57,54.72,3.3061,24.95,80.14,0.00,147.1
2025-06-12 22:27:35,1381485,0,0,0,0,0,0,0,1.0055,42.92,43.15,4.0320,14.37,57.95,3.3049,25.05,80.57,0.00,186.7
2025-06-12 22:27:36,1382509,1,30.4756159,-90.6965568,-11.00,23,0.56,3,1.5098,34.60,52.22,4.0346,10.43,42.05,3.3064,23.74,78.28,0.00,149.9
2025-06-12 22:27:37,1383587,0,0,0,0,0,0,0,1.3086,44.72,43.49,4.0336,17.93,55.39,3.3053,25.22,83.34,0.00,191.6
2025-06-12 22:27:38,1385337,0,0,0,0,0,0,0,0.9961,40.08,43.55,4.0355,17.08,68.85,3.3055,25.40,83.40,0.00,191.5
2025-06-12 22:27:39,1386361,0,0,0,0,0,0,0,1.2980,33.48,53.34,4.0338,12.13,48.92,3.3049,23.91,79.01,0.00,148.1
2025-06-12 22:27:40,1387385,0,0,0,0,0,0,0,1.3746,38.57,53.01,4.0350,10.99,44.31,3.3043,24.34,80.41,0.00,151.7
2025-06-12 22:27:42,1388410,1,30.4756880,-90.6990354,-9.68,23,0.55,3,1.3797,44.44,61.31,4.0348,12.80,51.61,3.3039,25.46,84.14,0.98,137.2
2025-06-12 22:27:43,1389494,0,0,0,0,0,0,0,1.6043,36.91,59.20,4.0346,10.70,43.15,3.3061,25.65,84.75,0.00,143.1
2025-06-12 22:27:44,1390518,0,0,0,0,0,0,0,1.1969,43.70,52.28,4.0357,12.76,51.45,3.3072,24.78,81.88,0.00,156.6
2025-06-12 22:27:45,1391542,0,0,0,0,0,0,0,1.3486,50.88,63.05,4.0355,14.51,58.50,3.3063,23.87,78.83,0.00,125.0
2025-06-12 22:27:46,1392566,0,0,0,0,0,0,0,1.2912,50.36,52.09,4.0352,14.07,56.73,3.3047,24.11,79.71,0.00,153.0
2025-06-12 22:27:47,1393590,1,30.4757310,-90.7003573,-9.37,24,0.55,3,1.4818,43.84,66.10,4.0346,10.91,48.10,3.3045,24.74,81.76,0.00,123.7
2025-06-12 22:27:48,1394671,0,0,0,0,0,0,0,1.0313,44.61,56.73,4.0344,12.75,51.42,3.3061,24.61,81.33,0.00,143.4
2025-06-12 22:27:49,1395695,0,0,0,0,0,0,0,1.2150,48.20,52.92,4.0352,14.69,59.23,3.3064,24.76,81.82,0.00,154.6
2025-06-12 22:27:50,1396719,0,0,0,0,0,0,0,1.3188,44.69,58.93,4.0338,10.01,40.41,3.3063,24.35,80.51,0.00,136.6
2025-06-12 22:27:51,1397743,0,0,0,0,0,0,0,1.3168,48.48,63.81,4.0336,13.33,53.77,3.3057,24.86,82.15,0.00,128.7
2025-06-12 22:27:52,1398770,1,30.4757837,-90.7020146,-9.75,25,0.55,3,1.2699,49.49,62.84,4.0322,12.22,49.26,3.3061,24.78,81.88,0.00,130.3
2025-06-12 22:27:53,1399842,0,0,0,0,0,0,0,1.5045,50.26,57.71,4.0355,13.52,54.50,3.3037,26.08,86.24,0.00,149.4
2025-06-12 22:27:54,1400866,0,0,0,0,0,0,0,1.6355,46.89,65.55,4.0355,11.09,44.71,3.3061,26.15,86.46,0.00,131.9
2025-06-12 22:27:55,1401890,0,0,0,0,0,0,0,1.2957,37.84,62.44,4.0354,13.17,53.13,3.3055,25.82,85.33,0.00,136.7
2025-06-12 22:27:56,1402914,0,0,0,0,0,0,0,1.1605,40.91,62.47,4.0355,10.18,49.44,3.3061,25.40,83.92,0.00,134.3
2025-06-12 22:27:57,1403941,1,30.4758373,-90.7037264,-9.68,24,0.55,3,1.6482,46.48,61.37,4.0352,12.98,52.34,3.3078,24.12,79.68,0.00,129.8
2025-06-12 22:27:58,1405130,0,0,0,0,0,0,0,1.2123,39.56,62.93,4.0359,11.93,48.13,3.3059,25.13,83.07,0.00,132.0
2025-06-12 22:27:59,1406153,0,0,0,0,0,0,0,1.4133,38.96,61.74,4.0361,10.22,41.26,3.3064,25.02,82.73,0.00,134.0
2025-06-12 22:28:00,1407178,0,0,0,0,0,0,0,1.4010,37.38,60.27,4.0350,10.56,42.57,3.3047,24.84,82.09,0.00,136.2
2025-06-12 22:28:01,1408204,0,0,0,0,0,0,0,1.4652,40.47,62.93,4.0367,11.60,46.75,3.3053,25.36,83.80,0.00,133.2
2025-06-12 22:28:03,1409229,1,30.4758979,-90.7058139,-10.43,24,0.57,3,1.0609,44.71,54.93,4.0350,13.52,54.53,3.3041,25.48,84.17,1.01,153.2
2025-06-12 22:28:04,1410308,0,0,0,0,0,0,0,1.3307,37.30,57.13,4.0340,10.33,41.66,3.3049,25.25,83.40,0.00,146.0
2025-06-12 22:28:05,1411331,0,0,0,0,0,0,0,1.0424,50.10,52.22,4.0338,14.02,56.52,3.3070,25.15,83.16,0.00,159.3
2025-06-12 22:28:06,1412357,0,0,0,0,0,0,0,1.1541,46.27,51.73,4.0330,12.66,51.03,3.3063,24.18,79.86,0.00,154.4
2025-06-12 22:28:07,1413381,0,0,0,0,0,0,0,1.4201,43.40,61.61,4.0338,12.57,50.69,3.3041,24.03,79.41,0.00,128.9
2025-06-12 22:28:08,1414405,1,30.4759262,-90.7075398,-10.76,24,0.61,3,1.5195,41.99,63.78,4.0348,12.46,50.26,3.3061,24.11,79.74,0.00,125.0
2025-06-12 22:28:09,1416060,0,0,0,0,0,0,0,1.3432,51.23,52.95,4.0352,13.63,54.96,3.3057,23.84,78.80,0.00,148.8
2025-06-12 22:28:10,1417084,0,0,0,0,0,0,0,1.6158,47.16,65.19,4.0334,12.73,38.02,3.3057,24.84,82.12,0.00,126.0
2025-06-12 22:28:11,1418110,0,0,0,0,0,0,0,1.5043,43.78,65.28,4.0344,8.85,35.68,3.3066,24.14,79.77,0.00,122.2
2025-06-12 22:28:13,1419134,0,0,0,0,0,0,0,1.3738,37.84,61.52,4.0346,9.22,37.17,3.3061,24.90,82.34,0.00,133.8
2025-06-12 22:28:14,1420158,1,30.4759218,-90.7096341,-11.63,23,0.59,3,1.2156,40.06,63.72,4.0344,11.88,47.91,3.3057,24.92,82.40,0.00,129.3
2025-06-12 22:28:15,1421238,0,0,0,0,0,0,0,1.2975,49.94,50.81,4.0332,15.10,60.88,3.3035,24.86,82.18,0.00,161.7
2025-06-12 22:28:16,1422264,0,0,0,0,0,0,0,1.2395,38.32,53.80,4.0340,13.34,53.80,3.3055,24.84,82.09,0.00,152.6
2025-06-12 22:28:17,1423288,0,0,0,0,0,0,0,1.0457,44.21,54.23,4.0354,13.03,59.60,3.3061,25.20,83.28,0.00,153.6
2025-06-12 22:28:18,1424312,0,0,0,0,0,0,0,1.4848,41.10,61.89,4.0342,11.39,45.93,3.3076,24.92,82.40,0.00,133.1
2025-06-12 22:28:19,1425336,1,30.4758811,-90.7113411,-11.59,23,0.57,3,1.0121,42.68,53.77,4.0330,15.00,60.49,3.3063,24.82,82.06,0.00,152.6
2025-06-12 22:28:20,1426412,0,0,0,0,0,0,0,1.2006,39.23,53.01,4.0342,13.31,53.68,3.3070,24.92,82.34,0.00,155.3
2025-06-12 22:28:21,1427438,0,0,0,0,0,0,0,1.0564,49.03,51.79,4.0324,13.86,55.88,3.3061,24.57,81.18,0.00,156.7
2025-06-12 22:28:22,1428462,0,0,0,0,0,0,0,1.5395,42.20,64.94,4.0350,10.28,41.47,3.3059,25.63,84.75,0.00,130.5
2025-06-12 22:28:23,1429486,0,0,0,0,0,0,0,1.1002,46.82,51.48,4.0340,13.15,53.04,3.3041,25.69,84.87,0.00,164.8
2025-06-12 22:28:24,1430510,1,30.4758330,-90.7130067,-11.74,24,0.54,3,1.1725,46.27,57.19,4.0342,15.87,63.96,3.3063,25.30,83.56,0.40,146.1
2025-06-12 22:28:25,1431588,0,0,0,0,0,0,0,1.1020,39.98,58.20,4.0357,14.39,58.07,3.3063,25.90,85.60,0.00,147.1
2025-06-12 22:28:26,1432612,0,0,0,0,0,0,0,1.5826,43.61,61.49,4.0332,14.10,56.88,3.3059,26.15,86.43,0.00,140.5
2025-06-12 22:28:27,1433636,0,0,0,0,0,0,0,1.2355,43.36,53.56,4.0322,14.02,56.52,3.3041,24.60,81.30,0.00,151.8
2025-06-12 22:28:28,1434660,0,0,0,0,0,0,0,1.3740,43.43,59.66,4.0332,12.57,50.69,3.3055,25.99,85.91,0.00,144.0
2025-06-12 22:28:29,1435684,1,30.4757280,-90.7146652,-11.82,25,0.57,3,1.3125,43.20,56.70,4.0340,10.39,41.90,3.3064,25.40,83.92,0.76,148.0
2025-06-12 22:28:30,1436873,0,0,0,0,0,0,0,1.0990,47.86,52.58,4.0340,14.09,56.82,3.3041,24.88,84.66,0.00,161.0
2025-06-12 22:28:31,1437897,0,0,0,0,0,0,0,1.3248,47.19,62.50,4.0334,12.73,51.33,3.3059,25.44,83.80,0.00,134.1
2025-06-12 22:28:32,1438921,0,0,0,0,0,0,0,1.6510,37.82,62.44,4.0355,8.97,36.19,3.3047,26.21,87.10,0.00,139.5
2025-06-12 22:28:34,1439949,0,0,0,0,0,0,0,1.5268,43.59,64.18,4.0330,9.93,40.04,3.3053,25.27,83.59,0.00,130.2
2025-06-12 22:28:35,1440975,1,30.4755746,-90.7166023,-11.45,23,0.56,3,1.4607,41.67,60.85,4.0350,9.91,39.98,3.3051,24.30,80.29,0.00,131.9
2025-06-12 22:28:36,1442051,0,0,0,0,0,0,0,1.4482,44.30,64.15,4.0350,12.76,51.42,3.3055,23.63,78.06,0.00,121.7
2025-06-12 22:28:37,1443074,0,0,0,0,0,0,0,1.3754,51.05,52.73,4.0340,14.83,59.78,3.3051,24.80,81.97,0.00,155.4
2025-06-12 22:28:38,1444097,0,0,0,0,0,0,0,1.2736,52.38,50.48,4.0338,16.89,68.12,3.3055,25.94,85.72,0.00,169.8
2025-06-12 22:28:39,1445123,0,0,0,0,0,0,0,1.4184,40.23,63.08,4.0338,9.50,38.33,3.3074,25.05,82.79,0.00,131.3
2025-06-12 22:28:40,1446124,1,30.4753330,-90.7195783,-10.92,23,0.56,3,1.4852,43.80,65.03,4.0344,8.75,35.28,3.3063,24.70,81.63,0.00,125.5
2025-06-12 22:28:41,1447203,0,0,0,0,0,0,0,1.1756,41.48,64.21,4.0342,8.35,33.69,3.3051,24.49,80.93,0.00,126.0
2025-06-12 22:28:42,1448227,0,0,0,0,0,0,0,1.0172,48.06,50.08,4.0342,14.50,58.47,3.3047,24.12,79.68,0.00,159.1
2025-06-12 22:28:43,1449251,0,0,0,0,0,0,0,1.1840,50.33,59.57,4.0338,12.07,48.68,3.3043,24.95,82.43,0.00,138.4
2025-06-12 22:28:44,1450277,0,0,0,0,0,0,0,1.2473,50.91,53.83,4.0328,14.54,58.62,3.3063,26.33,87.01,0.00,161.6
2025-06-12 22:28:45,1451301,1,30.4753040,-90.7199226,-10.65,23,0.56,3,1.5043,50.34,57.71,4.0334,14.67,44.31,3.3055,27.28,90.09,6.93,156.1
2025-06-12 22:28:46,1452381,0,0,0,0,0,0,0,1.5689,46.36,67.72,4.0332,12.52,50.51,3.3053,26.04,86.03,0.00,127.0
2025-06-12 22:28:47,1453405,0,0,0,0,0,0,0,1.4154,44.95,63.60,4.0344,13.34,53.80,3.3051,26.50,87.55,0.00,137.7
2025-06-12 22:28:48,1454431,0,0,0,0,0,0,0,1.6420,48.45,67.32,4.0363,10.70,43.15,3.3049,24.18,79.90,0.00,118.7
2025-06-12 22:28:49,1455455,0,0,0,0,0,0,0,1.1676,52.80,50.54,4.0332,14.83,59.78,3.3068,24.14,79.80,0.00,157.9
2025-06-12 22:28:50,1456479,1,30.4751649,-90.7216666,-10.98,23,0.56,3,1.0434,52.52,54.78,4.0316,16.14,65.09,3.3057,25.59,84.56,1.40,154.4
2025-06-12 22:28:51,1457668,0,0,0,0,0,0,0,1.4102,37.32,51.18,4.0338,15.13,61.00,3.3057,24.88,82.24,0.00,160.7
2025-06-12 22:28:52,1458694,0,0,0,0,0,0,0,1.3703,53.10,54.96,4.0342,13.77,55.51,3.3070,26.50,87.59,0.00,159.4
2025-06-12 22:28:53,1459718,0,0,0,0,0,0,0,1.0682,49.51,49.77,4.0336,16.01,64.58,3.3055,25.50,84.29,0.00,169.3
2025-06-12 22:28:54,1460742,0,0,0,0,0,0,0,1.1217,46.81,53.04,4.0336,14.50,58.44,3.3045,23.84,78.86,0.00,148.7
2025-06-12 22:28:56,1461766,1,30.4750005,-90.7236889,-11.52,24,0.55,3,1.5631,44.86,67.02,4.0340,12.59,50.78,3.3059,25.42,84.05,0.89,125.4
2025-06-12 22:28:57,1462849,0,0,0,0,0,0,0,1.0271,45.30,61.07,4.0350,11.93,48.10,3.3049,24.95,82.28,0.00,134.7
2025-06-12 22:28:58,1463875,0,0,0,0,0,0,0,1.2391,53.21,50.54,4.0348,15.56,62.77,3.3063,25.32,83.71,0.00,165.6
2025-06-12 22:28:59,1464899,0,0,0,0,0,0,0,1.2154,50.82,61.77,4.0334,15.04,60.61,3.3049,25.27,83.53,0.00,135.2
2025-06-12 22:29:00,1465924,0,0,0,0,0,0,0,1.1176,46.45,51.91,4.0338,13.96,56.30,3.3041,24.99,82.58,0.00,159.1
2025-06-12 22:29:01,1466948,1,30.4748778,-90.7253098,-12.16,24,0.59,3,1.0049,42.01,48.95,4.0344,15.99,64.51,3.3066,25.30,83.62,0.46,170.8
2025-06-12 22:29:02,1468029,0,0,0,0,0,0,0,1.0828,45.39,53.96,4.0342,13.29,53.62,3.3063,24.53,81.12,0.00,150.3
2025-06-12 22:29:03,1469053,0,0,0,0,0,0,0,1.3254,51.76,53.31,4.0334,16.62,67.02,3.3053,23.51,77.70,0.00,145.7
2025-06-12 22:29:04,1470077,0,0,0,0,0,0,0,1.2568,49.32,61.98,4.0328,10.54,42.48,3.3061,24.55,81.18,0.00,131.0
2025-06-12 22:29:05,1471101,0,0,0,0,0,0,0,1.4510,45.60,66.16,4.0340,12.80,51.61,3.3049,25.09,82.89,0.00,125.3
2025-06-12 22:29:06,1472125,1,30.4747495,-90.7269774,-12.09,21,0.59,3,1.2742,44.26,56.40,4.0338,12.86,51.85,3.3029,25.78,85.21,2.04,151.1
2025-06-12 22:29:07,1473210,0,0,0,0,0,0,0,1.2809,52.19,50.42,4.0324,17.10,69.00,3.3053,25.98,85.85,0.00,170.3
2025-06-12 22:29:08,1474233,0,0,0,0,0,0,0,1.2703,53.17,50.99,4.0326,16.38,66.07,3.3049,25.44,84.08,0.00,164.9
2025-06-12 22:29:09,1475528,0,0,0,0,0,0,0,1.4617,42.62,66.80,4.0340,8.46,34.12,3.3072,24.05,79.41,0.00,118.9
2025-06-12 22:29:10,1476551,0,0,0,0,0,0,0,1.0984,50.77,55.76,4.0332,12.40,49.99,3.3066,24.44,80.81,0.00,144.9
2025-06-12 22:29:11,1477577,1,30.4745583,-90.7297629,-12.71,23,0.60,3,1.4514,46.58,67.60,4.0344,10.08,40.65,3.3068,25.41,83.98,0.82,124.2
2025-06-12 22:29:13,1478661,0,0,0,0,0,0,0,1.6689,42.11,70.28,4.0322,7.07,28.47,3.3041,25.28,83.53,0.00,118.8
2025-06-12 22:29:14,1479684,0,0,0,0,0,0,0,1.3268,51.81,68.73,4.0334,8.58,34.61,3.3057,24.53,81.09,0.00,118.0
2025-06-12 22:29:15,1480707,0,0,0,0,0,0,0,1.0020,49.94,63.42,4.0357,10.91,45.17,3.3059,25.32,83.68,0.00,132.0
2025-06-12 22:29:16,1481733,0,0,0,0,0,0,0,1.0389,52.02,62.47,4.0348,9.95,49.01,3.3051,23.80,78.64,0.00,125.9
2025-06-12 22:29:17,1482757,1,30.4745229,-90.7307981,-12.80,22,0.54,3,1.0637,50.38,69.40,4.0328,10.29,41.50,3.3045,24.40,80.63,0.00,116.2
2025-06-12 22:29:18,1483842,0,0,0,0,0,0,0,1.1568,48.64,61.80,4.0342,9.98,40.22,3.3064,25.55,84.44,0.00,136.6
2025-06-12 22:29:19,1484866,0,0,0,0,0,0,0,1.3000,58.44,59.78,4.0344,13.86,55.88,3.3045,25.69,84.90,0.00,142.0
2025-06-12 22:29:20,1485890,0,0,0,0,0,0,0,1.5750,48.93,77.42,4.0340,6.63,26.73,3.3045,25.22,83.37,0.00,107.7
2025-06-12 22:29:21,1486916,0,0,0,0,0,0,0,1.0316,51.11,67.17,4.0342,11.30,45.56,3.3053,25.05,82.82,0.00,123.3
2025-06-12 22:29:22,1487940,1,30.4745029,-90.7324698,-11.79,24,0.53,3,1.3045,55.66,55.05,4.0328,14.79,59.66,3.3053,25.57,84.47,1.31,153.4
2025-06-12 22:29:23,1489019,0,0,0,0,0,0,0,0.9689,53.33,51.67,4.0338,13.88,55.97,3.3043,25.04,82.73,0.00,160.1
2025-06-12 22:29:24,1490043,0,0,0,0,0,0,0,1.3027,56.08,55.94,4.0363,14.74,59.48,3.3051,25.63,84.69,0.00,151.4
2025-06-12 22:29:25,1491069,0,0,0,0,0,0,0,1.6311,42.92,70.01,4.0332,9.50,38.33,3.3059,25.22,83.37,0.00,119.1
2025-06-12 22:29:26,1492093,0,0,0,0,0,0,0,1.0697,50.53,58.62,4.0332,14.71,59.30,3.3047,25.28,83.53,0.00,142.5
2025-06-12 22:29:27,1493117,1,30.4744802,-90.7341699,-12.27,25,0.54,3,1.1127,46.66,67.63,4.0365,9.96,40.16,3.3051,24.44,80.78,0.00,119.4
2025-06-12 22:29:28,1494401,0,0,0,0,0,0,0,1.5730,47.37,72.78,4.0336,8.76,35.34,3.3066,25.20,83.28,0.00,114.4
2025-06-12 22:29:29,1495425,0,0,0,0,0,0,0,1.4707,43.43,68.57,4.0361,7.48,30.15,3.3059,25.40,83.95,0.00,122.4
2025-06-12 22:29:30,1496451,0,0,0,0,0,0,0,1.3813,47.00,64.91,4.0326,11.22,45.23,3.3049,25.27,83.50,0.00,128.6
2025-06-12 22:29:32,1497476,0,0,0,0,0,0,0,1.6666,40.61,67.66,4.0355,8.23,33.20,3.3053,24.92,82.34,0.00,121.7
2025-06-12 22:29:33,1498500,1,30.4744619,-90.7362093,-11.65,24,0.59,3,1.1459,53.40,61.16,4.0348,14.71,53.13,3.3074,25.20,83.31,0.15,136.2
2025-06-12 22:29:34,1499581,0,0,0,0,0,0,0,1.2076,42.97,68.02,4.0344,10.37,41.81,3.3049,24.26,80.17,0.00,117.9
2025-06-12 22:29:35,1500608,0,0,0,0,0,0,0,0.9572,48.20,57.65,4.0352,13.33,53.77,3.3037,24.82,82.00,0.00,142.2
2025-06-12 22:29:36,1501632,0,0,0,0,0,0,0,1.5391,44.55,68.54,4.0352,8.35,33.69,3.3064,23.82,82.55,0.00,120.4
2025-06-12 22:29:37,1502656,0,0,0,0,0,0,0,0.9439,52.81,49.84,4.0348,16.16,65.22,3.3057,25.59,81.97,0.00,164.5
2025-06-12 22:29:38,1503680,1,30.4744499,-90.7379097,-10.71,25,0.59,3,1.6580,39.71,65.83,4.0338,11.12,37.54,3.3064,25.57,84.47,1.31,128.3
2025-06-12 22:29:39,1504757,0,0,0,0,0,0,0,1.6551,48.49,63.63,4.0342,11.26,45.41,3.3057,25.05,84.11,0.00,132.2
2025-06-12 22:29:40,1506306,0,0,0,0,0,0,0,1.3238,48.64,64.36,4.0352,13.82,55.73,3.3041,25.16,83.10,0.00,129.1
2025-06-12 22:29:41,1507330,0,0,0,0,0,0,0,1.5266,44.67,66.44,4.0348,9.25,37.32,3.3066,25.18,83.22,0.00,125.3
2025-06-12 22:29:43,1508358,0,0,0,0,0,0,0,1.0541,49.80,55.27,4.0326,12.32,49.71,3.3061,25.32,83.65,0.00,151.4
2025-06-12 22:29:44,1509381,1,30.4744322,-90.7402658,-11.30,24,0.60,3,1.6061,48.20,71.50,4.0342,9.43,38.02,3.3057,25.65,84.78,1.62,118.6
2025-06-12 22:29:45,1510463,0,0,0,0,0,0,0,1.6551,51.40,67.87,4.0344,9.48,38.24,3.3055,24.12,79.74,0.00,117.5
2025-06-12 22:29:46,1511486,0,0,0,0,0,0,0,1.1678,48.62,56.76,4.0350,12.80,51.61,3.3064,25.32,83.65,0.00,147.4
2025-06-12 22:29:47,1512509,0,0,0,0,0,0,0,1.2672,46.91,59.42,4.0336,12.87,51.88,3.3045,25.40,83.89,0.00,141.2
2025-06-12 22:29:48,1513532,0,0,0,0,0,0,0,1.2307,51.81,48.49,4.0336,16.10,64.91,3.3068,24.55,81.15,0.00,167.3
2025-06-12 22:29:49,1514558,1,30.4744251,-90.7416041,-11.78,23,0.53,3,1.1352,42.32,63.32,4.0344,12.64,50.96,3.3047,24.99,82.58,0.00,130.4
2025-06-12 22:29:50,1515636,0,0,0,0,0,0,0,1.1680,52.13,60.88,4.0348,13.86,55.91,3.3051,23.82,78.74,0.00,129.3
2025-06-12 22:29:51,1516660,0,0,0,0,0,0,0,1.0295,54.18,55.76,4.0332,15.37,61.98,3.3055,25.25,83.47,0.00,149.7
2025-06-12 22:29:52,1517684,0,0,0,0,0,0,0,0.9672,48.62,53.07,4.0344,11.32,56.67,3.3047,24.21,80.02,0.00,150.8
2025-06-12 22:29:53,1518708,0,0,0,0,0,0,0,1.5131,53.10,61.34,4.0350,13.31,53.71,3.3031,23.87,78.83,0.00,128.5
2025-06-12 22:29:54,1519734,1,30.4744087,-90.7432757,-12.59,25,0.61,3,1.3439,54.66,68.54,4.0336,13.11,52.89,3.3061,26.29,86.91,3.75,126.8
2025-06-12 22:29:55,1520808,0,0,0,0,0,0,0,1.2693,52.31,50.11,4.0334,14.42,58.14,3.3053,26.15,86.43,0.00,172.5
2025-06-12 22:29:56,1521832,0,0,0,0,0,0,0,1.5187,51.73,60.06,4.0346,14.85,59.91,3.3039,25.11,82.98,0.00,138.2
2025-06-12 22:29:57,1522856,0,0,0,0,0,0,0,1.6055,46.38,67.23,4.0365,9.68,39.03,3.3068,24.42,80.75,0.00,120.1
2025-06-12 22:29:58,1523882,0,0,0,0,0,0,0,0.9572,48.09,57.28,4.0350,13.84,55.82,3.3061,23.78,78.58,0.00,137.2
2025-06-12 22:29:59,1524906,1,30.4743969,-90.7449332,-11.87,23,0.53,3,1.4307,45.81,65.52,4.0340,8.66,34.94,3.3057,25.23,83.40,0.24,127.3
2025-06-12 22:30:00,1526092,0,0,0,0,0,0,0,1.0543,47.47,65.61,4.0354,11.67,47.09,3.3064,25.22,83.31,0.00,127.0
2025-06-12 22:30:01,1527116,0,0,0,0,0,0,0,1.1732,46.22,70.86,4.0344,8.23,33.17,3.3057,25.28,83.56,0.00,117.9
2025-06-12 22:30:02,1528147,0,0,0,0,0,0,0,1.0467,54.64,57.16,4.0322,13.90,56.00,3.3037,24.60,81.30,0.00,142.2
2025-06-12 22:30:03,1529171,0,0,0,0,0,0,0,1.6377,53.02,68.36,4.0361,11.39,45.93,3.3064,26.09,86.27,0.00,126.2
2025-06-12 22:30:05,1530196,1,30.4743703,-90.7469160,-11.92,25,0.53,3,1.1945,45.69,71.38,4.0338,9.95,40.10,3.3033,25.25,83.40,0.24,116.8
2025-06-12 22:30:06,1531280,0,0,0,0,0,0,0,1.0744,52.87,56.79,4.0354,13.75,55.45,3.3053,24.90,89.29,0.00,157.2
2025-06-12 22:30:07,1532304,0,0,0,0,0,0,0,1.3666,42.95,69.18,4.0316,11.39,45.90,3.3057,25.55,84.38,0.00,122.0
2025-06-12 22:30:08,1533331,0,0,0,0,0,0,0,1.4549,43.17,72.54,4.0355,7.90,31.83,3.3051,25.46,86.70,0.00,119.5
2025-06-12 22:30:09,1534355,0,0,0,0,0,0,0,1.2561,48.16,77.82,4.0346,10.14,40.86,3.3031,25.50,84.26,0.00,108.3
